set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.825,0.846153846154,0.925,0.804347826087,0.875,1.0,0.875
Run2,0.7,0.903225806452,0.925,0.711538461538,0.925,1.0,0.85
Run3,0.875,0.897435897436,0.925,0.822222222222,0.9,1.0,0.9
Run4,0.6,0.8,0.925,0.637931034483,0.8,1.0,0.775
Run5,0.825,0.891891891892,0.925,0.840909090909,0.975,1.0,0.908333333333
Run6,0.85,0.829268292683,0.8,0.864864864865,1.0,0.952380952381,0.883333333333
Run7,0.875,0.714285714286,0.8,0.761904761905,0.725,1.0,0.8
Run8,0.95,0.863636363636,0.875,0.744680851064,0.725,1.0,0.85
Run9,0.628571428571,0.916666666667,0.914285714286,0.561403508772,0.657142857143,0.958333333333,0.733333333333
Run10,0.75,0.652173913043,0.775,0.673913043478,0.7,1.0,0.741666666667
Run11,0.85,0.971428571429,0.95,0.678571428571,0.7,0.965517241379,0.833333333333
Run12,0.975,0.696428571429,0.675,0.613636363636,0.5,1.0,0.716666666667
Run13,0.825,0.634615384615,0.875,0.714285714286,0.475,1.0,0.725
Run14,0.885714285714,0.688888888889,0.8,0.622222222222,0.428571428571,1.0,0.704761904762
Run15,1.0,0.851063829787,0.85,0.790697674419,0.75,1.0,0.866666666667
Run16,0.85,0.586206896552,0.65,0.509803921569,0.25,0.909090909091,0.583333333333
Run17,0.625,0.892857142857,0.925,0.587301587302,0.725,1.0,0.758333333333
Run18,0.85,0.944444444444,0.95,0.844444444444,0.975,1.0,0.925
Run19,0.828571428571,0.690476190476,0.657142857143,0.638888888889,0.685714285714,0.888888888889,0.72380952381
Run20,0.875,0.777777777778,0.875,0.625,0.475,1.0,0.741666666667
Run21,1.0,0.677966101695,0.725,0.690476190476,0.475,1.0,0.733333333333
Run22,0.857142857143,0.769230769231,0.714285714286,0.757575757576,0.885714285714,0.939393939394,0.819047619048
Run23,0.925,0.770833333333,0.825,0.622641509434,0.475,1.0,0.741666666667
Run24,0.85,0.607142857143,0.6,0.705882352941,0.725,0.966666666667,0.725
Run25,0.775,0.837837837838,0.825,0.733333333333,0.925,0.973684210526,0.841666666667
