set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.782608695652,0.947368421053,0.916666666667,0.6875,0.9,0.9,0.844444444444
Run2,0.857142857143,1.0,1.0,0.833333333333,1.0,1.0,0.933333333333
Run3,0.818181818182,0.9,0.857142857143,0.75,1.0,1.0,0.866666666667
Run4,0.695652173913,0.888888888889,0.8,0.6,0.9,0.9,0.770833333333
Run5,0.782608695652,0.947368421053,0.9375,0.681818181818,0.846153846154,1.0,0.846153846154
Run6,0.954545454545,0.954545454545,0.769230769231,0.833333333333,0.875,0.777777777778,0.883720930233
Run7,0.782608695652,0.947368421053,0.928571428571,0.722222222222,1.0,1.0,0.863636363636
Run8,0.75,1.0,0.909090909091,0.588235294118,0.6,0.75,0.777777777778
Run9,0.818181818182,1.0,1.0,0.777777777778,1.0,1.0,0.909090909091
Run10,0.85,1.0,1.0,0.777777777778,0.857142857143,1.0,0.90243902439
Run11,0.9,0.9,0.923076923077,0.857142857143,0.6,0.75,0.868421052632
Run12,0.857142857143,0.947368421053,0.928571428571,0.866666666667,1.0,0.857142857143,0.90243902439
Run13,0.772727272727,0.85,0.769230769231,0.666666666667,1.0,1.0,0.80487804878
Run14,0.954545454545,0.913043478261,0.9375,0.882352941176,0.75,1.0,0.913043478261
Run15,0.772727272727,1.0,1.0,0.761904761905,1.0,1.0,0.891304347826
Run16,0.863636363636,0.904761904762,0.8,0.857142857143,0.666666666667,0.4,0.825
Run17,0.85,0.944444444444,0.9375,0.833333333333,1.0,1.0,0.904761904762
Run18,0.869565217391,1.0,1.0,0.823529411765,1.0,1.0,0.933333333333
Run19,0.913043478261,0.84,0.533333333333,0.8,1.0,0.727272727273,0.804347826087
Run20,0.761904761905,0.888888888889,0.857142857143,0.705882352941,1.0,1.0,0.820512820513
Run21,0.904761904762,0.863636363636,0.857142857143,0.857142857143,0.75,1.0,0.871794871795
Run22,0.913043478261,0.913043478261,0.8,0.8,0.923076923077,0.923076923077,0.882352941176
Run23,0.8,0.941176470588,0.923076923077,0.75,1.0,1.0,0.861111111111
Run24,0.809523809524,0.894736842105,0.818181818182,0.692307692308,1.0,1.0,0.837837837838
Run25,0.727272727273,1.0,1.0,0.666666666667,1.0,1.0,0.860465116279
