set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.971428571429,0.918918918919,0.857142857143,0.909090909091,0.914285714286,0.914285714286,0.914285714286
Run2,0.6,0.96,0.9,0.75,0.95,0.808510638298,0.816666666667
Run3,0.575,0.958333333333,0.65,0.634146341463,0.9,0.654545454545,0.708333333333
Run4,0.828571428571,0.90625,0.828571428571,0.878787878788,0.914285714286,0.8,0.857142857143
Run5,0.6,0.827586206897,0.575,0.69696969697,1.0,0.689655172414,0.725
Run6,0.942857142857,0.846153846154,0.771428571429,0.931034482759,1.0,0.945945945946,0.904761904762
Run7,0.825,0.916666666667,0.9,0.837209302326,0.975,0.951219512195,0.9
Run8,0.525,0.807692307692,0.575,0.638888888889,0.975,0.672413793103,0.691666666667
Run9,0.775,1.0,0.825,0.825,1.0,0.816326530612,0.866666666667
Run10,0.75,0.882352941176,0.85,0.809523809524,0.925,0.840909090909,0.841666666667
Run11,0.575,0.884615384615,0.825,0.825,1.0,0.740740740741,0.8
Run12,0.725,1.0,0.875,0.777777777778,0.975,0.847826086957,0.858333333333
Run13,0.75,0.967741935484,0.825,0.717391304348,0.85,0.790697674419,0.808333333333
Run14,0.65,0.590909090909,0.675,0.870967741935,0.75,0.666666666667,0.691666666667
Run15,0.625,0.862068965517,0.6,0.727272727273,1.0,0.689655172414,0.741666666667
Run16,0.925,1.0,1.0,0.869565217391,0.925,1.0,0.95
Run17,0.625,1.0,0.925,0.596774193548,0.725,0.878787878788,0.758333333333
Run18,0.725,0.935483870968,0.875,0.625,0.675,0.818181818182,0.758333333333
Run19,0.55,0.95652173913,0.975,0.696428571429,1.0,0.975609756098,0.841666666667
Run20,0.625,1.0,0.95,0.703703703704,0.85,0.829268292683,0.808333333333
Run21,0.575,0.958333333333,0.75,0.75,1.0,0.714285714286,0.775
Run22,0.8,0.965517241379,0.914285714286,0.820512820513,1.0,0.945945945946,0.904761904762
Run23,0.65,0.838709677419,0.725,0.547169811321,0.75,0.833333333333,0.708333333333
Run24,0.725,0.878787878788,0.875,0.744680851064,0.95,0.95,0.85
Run25,0.7,1.0,0.75,0.810810810811,1.0,0.727272727273,0.816666666667
