set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,1.0,0.842105263158,0.833333333333,0.714285714286,0.736842105263,1.0,0.851063829787
Run2,1.0,0.888888888889,0.833333333333,0.5,0.5,1.0,0.75
Run3,0.9375,0.75,0.636363636364,0.5,0.65,1.0,0.744680851064
Run4,1.0,0.761904761905,0.615384615385,0.8,0.833333333333,0.9375,0.829787234043
Run5,0.9375,0.652173913043,0.272727272727,0.3,0.666666666667,1.0,0.666666666667
Run6,0.9375,0.9375,0.833333333333,0.909090909091,1.0,0.95,0.936170212766
Run7,1.0,0.842105263158,0.833333333333,1.0,0.95,1.0,0.9375
Run8,0.9375,0.789473684211,0.545454545455,0.352941176471,0.473684210526,0.9,0.652173913043
Run9,0.875,0.875,0.666666666667,0.888888888889,1.0,0.869565217391,0.875
Run10,0.875,0.933333333333,0.666666666667,0.888888888889,1.0,0.818181818182,0.869565217391
Run11,1.0,0.8,0.769230769231,0.769230769231,0.736842105263,0.933333333333,0.833333333333
Run12,0.9375,1.0,1.0,0.545454545455,0.5,0.909090909091,0.770833333333
Run13,0.875,0.823529411765,0.916666666667,0.55,0.473684210526,0.9,0.723404255319
Run14,1.0,0.727272727273,0.5,0.545454545455,0.666666666667,1.0,0.744186046512
Run15,1.0,0.8,0.818181818182,0.642857142857,0.65,1.0,0.808510638298
Run16,0.9375,0.833333333333,0.692307692308,0.9,1.0,0.95,0.895833333333
Run17,0.9375,0.882352941176,0.75,0.45,0.285714285714,0.8,0.666666666667
Run18,0.9375,0.833333333333,0.75,0.5625,0.6,1.0,0.767441860465
Run19,0.8125,0.866666666667,0.833333333333,0.434782608696,0.473684210526,1.0,0.68085106383
Run20,0.875,0.933333333333,0.833333333333,0.47619047619,0.473684210526,0.818181818182,0.702127659574
Run21,0.875,0.777777777778,0.636363636364,0.466666666667,0.684210526316,1.0,0.739130434783
Run22,0.875,0.823529411765,0.75,0.5625,0.75,1.0,0.791666666667
Run23,0.875,0.875,0.833333333333,0.454545454545,0.333333333333,1.0,0.674418604651
Run24,1.0,0.941176470588,0.916666666667,0.6875,0.75,1.0,0.875
Run25,0.9375,0.833333333333,0.833333333333,0.5,0.5,1.0,0.729166666667
