set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.818181818182,0.857142857143,0.8,0.8,0.888888888889,0.8,0.826086956522
Run2,0.863636363636,1.0,0.923076923077,0.8,1.0,0.8,0.897435897436
Run3,0.95,0.791666666667,0.466666666667,0.875,1.0,0.625,0.775
Run4,0.909090909091,0.909090909091,0.823529411765,0.823529411765,0.916666666667,0.916666666667,0.882352941176
Run5,0.826086956522,0.863636363636,0.642857142857,1.0,1.0,0.571428571429,0.8
Run6,0.826086956522,0.95,0.8,0.857142857143,0.909090909091,0.666666666667,0.836734693878
Run7,0.954545454545,1.0,0.909090909091,0.909090909091,0.857142857143,0.75,0.925
Run8,0.782608695652,0.9,0.714285714286,0.714285714286,1.0,0.625,0.785714285714
Run9,0.863636363636,0.863636363636,0.571428571429,0.666666666667,0.888888888889,0.727272727273,0.777777777778
Run10,0.88,0.814814814815,0.583333333333,0.7,1.0,1.0,0.826086956522
Run11,0.772727272727,1.0,0.857142857143,0.75,1.0,0.8125,0.857142857143
Run12,0.909090909091,0.909090909091,0.6,0.818181818182,0.714285714286,0.454545454545,0.772727272727
Run13,0.761904761905,0.8,0.733333333333,0.733333333333,0.75,0.6,0.75
Run14,0.818181818182,0.947368421053,0.75,0.818181818182,1.0,0.555555555556,0.820512820513
Run15,0.869565217391,0.952380952381,0.8,0.857142857143,1.0,0.7,0.866666666667
Run16,0.904761904762,0.95,0.769230769231,0.769230769231,0.888888888889,0.8,0.860465116279
Run17,0.8,0.941176470588,0.727272727273,0.727272727273,1.0,0.4,0.787878787879
Run18,0.782608695652,0.818181818182,0.363636363636,0.444444444444,1.0,0.666666666667,0.7
Run19,0.894736842105,0.944444444444,0.923076923077,1.0,1.0,0.666666666667,0.916666666667
Run20,0.909090909091,0.909090909091,0.928571428571,0.928571428571,0.8,0.8,0.90243902439
Run21,0.727272727273,0.941176470588,0.846153846154,0.733333333333,0.875,0.636363636364,0.790697674419
Run22,0.95,0.95,0.928571428571,0.866666666667,0.714285714286,0.833333333333,0.90243902439
Run23,0.904761904762,0.95,0.75,0.818181818182,1.0,0.5,0.857142857143
Run24,0.958333333333,0.851851851852,0.583333333333,0.875,0.833333333333,0.714285714286,0.833333333333
Run25,0.714285714286,0.882352941176,0.642857142857,0.75,1.0,0.333333333333,0.710526315789
