set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.885714285714,0.911764705882,0.857142857143,0.769230769231,0.714285714286,0.78125,0.819047619048
Run2,0.8,0.744186046512,0.75,0.625,0.5,0.689655172414,0.683333333333
Run3,0.925,0.925,0.8,0.727272727273,0.75,0.833333333333,0.825
Run4,0.828571428571,0.852941176471,0.8,0.875,1.0,0.897435897436,0.87619047619
Run5,0.625,0.78125,0.625,0.555555555556,0.75,0.697674418605,0.666666666667
Run6,0.8,0.933333333333,0.914285714286,0.888888888889,0.971428571429,0.871794871795,0.895238095238
Run7,0.825,0.916666666667,0.875,0.833333333333,1.0,0.952380952381,0.9
Run8,0.675,0.710526315789,0.65,0.490566037736,0.425,0.586206896552,0.583333333333
Run9,0.825,0.785714285714,0.65,0.8125,1.0,0.869565217391,0.825
Run10,0.4,0.842105263158,0.85,0.653846153846,1.0,0.816326530612,0.75
Run11,0.875,0.813953488372,0.925,0.90243902439,0.75,0.833333333333,0.85
Run12,0.875,0.897435897436,0.85,0.566666666667,0.475,0.904761904762,0.733333333333
Run13,0.775,0.794871794872,0.875,0.603448275862,0.5,0.869565217391,0.716666666667
Run14,0.65,0.8125,0.775,0.525423728814,0.5,0.689655172414,0.641666666667
Run15,0.875,0.729166666667,0.65,0.684210526316,0.675,0.794117647059,0.733333333333
Run16,0.95,0.844444444444,0.775,0.939393939394,1.0,0.952380952381,0.908333333333
Run17,0.625,0.806451612903,0.825,0.434210526316,0.25,0.769230769231,0.566666666667
Run18,0.725,0.805555555556,0.85,0.53125,0.475,0.95,0.683333333333
Run19,0.7,0.965517241379,0.975,0.549295774648,0.5,1.0,0.725
Run20,0.75,0.909090909091,0.85,0.566666666667,0.5,0.740740740741,0.7
Run21,0.65,0.838709677419,0.9,0.6,0.7,0.965517241379,0.75
Run22,0.771428571429,0.84375,0.857142857143,0.625,0.714285714286,1.0,0.780952380952
Run23,0.675,0.870967741935,0.9,0.45,0.225,1.0,0.6
Run24,0.825,0.767441860465,0.725,0.630434782609,0.725,0.935483870968,0.758333333333
Run25,0.925,0.840909090909,0.6,0.558139534884,0.5,0.606060606061,0.675
