set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.8,1.0,0.828571428571,0.878787878788,1.0,0.795454545455,0.87619047619
Run2,0.85,0.829268292683,0.775,0.837837837838,0.975,0.928571428571,0.866666666667
Run3,0.925,0.925,0.775,0.939393939394,0.975,0.829787234043,0.891666666667
Run4,0.971428571429,0.944444444444,0.885714285714,0.96875,1.0,0.945945945946,0.952380952381
Run5,0.775,0.939393939394,0.825,0.846153846154,1.0,0.833333333333,0.866666666667
Run6,0.942857142857,1.0,0.971428571429,0.944444444444,1.0,0.972222222222,0.971428571429
Run7,0.85,0.918918918919,0.9,0.837209302326,0.975,0.975,0.908333333333
Run8,0.7,1.0,0.775,0.775,0.975,0.75,0.816666666667
Run9,0.95,0.808510638298,0.675,0.931034482759,1.0,0.909090909091,0.875
Run10,0.775,0.911764705882,0.875,0.813953488372,1.0,0.93023255814,0.883333333333
Run11,0.925,0.925,0.925,0.948717948718,0.95,0.926829268293,0.933333333333
Run12,0.85,0.971428571429,0.65,0.764705882353,0.95,0.745098039216,0.816666666667
Run13,0.85,0.755555555556,0.725,0.604166666667,0.6,0.888888888889,0.725
Run14,0.775,0.885714285714,0.875,0.813953488372,1.0,0.952380952381,0.883333333333
Run15,1.0,0.975609756098,0.875,0.945945945946,0.95,0.904761904762,0.941666666667
Run16,0.9,0.765957446809,0.65,0.866666666667,1.0,0.93023255814,0.85
Run17,0.85,0.894736842105,0.85,0.772727272727,0.9,0.947368421053,0.866666666667
Run18,0.9,0.857142857143,0.675,0.818181818182,0.95,0.844444444444,0.841666666667
Run19,0.95,0.974358974359,0.95,0.826086956522,0.85,0.971428571429,0.916666666667
Run20,0.725,0.90625,0.675,0.692307692308,0.925,0.755102040816,0.775
Run21,0.75,0.909090909091,0.875,0.795454545455,1.0,0.93023255814,0.875
Run22,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Run23,0.95,0.904761904762,0.9,0.923076923077,0.975,1.0,0.941666666667
Run24,0.725,0.878787878788,0.925,0.74,0.925,1.0,0.858333333333
Run25,0.95,0.926829268293,0.85,0.85,0.9,0.923076923077,0.9
