set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.727272727273,1.0,0.933333333333,0.777777777778,0.888888888889,0.666666666667,0.826086956522
Run2,0.909090909091,1.0,1.0,0.928571428571,1.0,0.8,0.948717948718
Run3,0.6,0.923076923077,0.533333333333,0.571428571429,0.8,0.307692307692,0.6
Run4,0.636363636364,1.0,0.941176470588,0.666666666667,0.916666666667,0.846153846154,0.803921568627
Run5,0.608695652174,1.0,0.714285714286,0.625,1.0,0.533333333333,0.711111111111
Run6,0.869565217391,1.0,0.933333333333,0.875,1.0,0.846153846154,0.918367346939
Run7,0.863636363636,0.95,0.909090909091,0.714285714286,0.857142857143,1.0,0.875
Run8,0.652173913043,1.0,0.714285714286,0.588235294118,0.8,0.4,0.690476190476
Run9,0.863636363636,0.904761904762,0.857142857143,0.8,1.0,1.0,0.888888888889
Run10,0.76,0.863636363636,0.75,0.6,1.0,1.0,0.804347826087
Run11,0.863636363636,1.0,0.857142857143,1.0,1.0,0.722222222222,0.897959183673
Run12,0.954545454545,0.875,0.733333333333,0.916666666667,0.857142857143,0.75,0.863636363636
Run13,0.714285714286,0.9375,0.933333333333,0.7,0.75,0.75,0.8
Run14,0.863636363636,1.0,0.833333333333,0.833333333333,1.0,0.625,0.871794871795
Run15,0.782608695652,0.947368421053,0.733333333333,0.846153846154,1.0,0.538461538462,0.8
Run16,0.809523809524,1.0,1.0,0.764705882353,1.0,1.0,0.906976744186
Run17,0.95,0.95,0.818181818182,0.9,1.0,0.666666666667,0.909090909091
Run18,0.869565217391,0.909090909091,0.636363636364,0.7,1.0,0.75,0.825
Run19,0.894736842105,1.0,0.923076923077,0.857142857143,1.0,0.8,0.916666666667
Run20,0.863636363636,0.95,0.857142857143,0.923076923077,0.8,0.5,0.853658536585
Run21,0.772727272727,0.894736842105,0.615384615385,0.727272727273,1.0,0.615384615385,0.767441860465
Run22,0.85,0.894736842105,0.714285714286,0.769230769231,0.857142857143,0.666666666667,0.80487804878
Run23,0.857142857143,1.0,0.916666666667,0.846153846154,1.0,0.5,0.885714285714
Run24,0.875,0.954545454545,0.916666666667,0.785714285714,1.0,1.0,0.904761904762
Run25,0.809523809524,1.0,1.0,0.875,1.0,0.6,0.894736842105
