set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.0,0.0,0.0416666666667,0.230769230769,0.936936936937,0.392452830189,0.383512544803
Run2,0.0208333333333,1.0,0.0416666666667,0.272727272727,0.963963963964,0.402255639098,0.401433691756
Run3,0.0,0.0,0.0416666666667,0.25,0.927927927928,0.390151515152,0.379928315412
Run4,0.0416666666667,0.8,0.0416666666667,0.230769230769,0.936936936937,0.39846743295,0.397849462366
Run5,0.0,0.0,0.0555555555556,0.307692307692,0.927927927928,0.391634980989,0.383512544803
Run6,0.0104166666667,1.0,0.0555555555556,0.285714285714,0.945945945946,0.397727272727,0.394265232975
Run7,0.0104166666667,0.5,0.0416666666667,0.214285714286,0.927927927928,0.391634980989,0.383512544803
Run8,0.0,,0.0416666666667,0.1875,0.918918918919,0.38783269962,0.376344086022
Run9,0.0,,0.0555555555556,0.25,0.927927927928,0.391634980989,0.383512544803
Run10,0.0416666666667,1.0,0.0416666666667,0.272727272727,0.963963963964,0.405303030303,0.408602150538
Run11,0.0104166666667,1.0,0.0416666666667,0.272727272727,0.963963963964,0.40074906367,0.397849462366
Run12,0.0104166666667,1.0,0.0416666666667,0.214285714286,0.936936936937,0.393939393939,0.387096774194
Run13,0.0,0.0,0.0416666666667,0.3,0.963963963964,0.399253731343,0.394265232975
Run14,0.0104166666667,1.0,0.0416666666667,0.214285714286,0.936936936937,0.393939393939,0.387096774194
Run15,0.0104166666667,1.0,0.0416666666667,0.230769230769,0.945945945946,0.396226415094,0.390681003584
Run16,0.0104166666667,1.0,0.0416666666667,0.214285714286,0.936936936937,0.393939393939,0.387096774194
Run17,0.03125,1.0,0.0416666666667,0.25,0.954954954955,0.401515151515,0.401433691756
Run18,0.0,0.0,0.0555555555556,0.25,0.918918918919,0.389312977099,0.379928315412
Run19,0.0104166666667,1.0,0.0416666666667,0.272727272727,0.963963963964,0.40074906367,0.397849462366
Run20,0.0,0.0,0.0416666666667,0.272727272727,0.954954954955,0.397003745318,0.390681003584
Run21,0.0104166666667,1.0,0.0416666666667,0.230769230769,0.945945945946,0.396226415094,0.390681003584
Run22,0.0,,0.0555555555556,0.235294117647,0.918918918919,0.389312977099,0.379928315412
Run23,0.0104166666667,0.5,0.0416666666667,0.272727272727,0.954954954955,0.398496240602,0.394265232975
Run24,0.0,,0.0416666666667,0.230769230769,0.945945945946,0.394736842105,0.387096774194
Run25,0.0,,0.0416666666667,0.25,0.954954954955,0.397003745318,0.390681003584
