set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.95,0.745098039216,0.65,0.702702702703,0.775,0.96875,0.791666666667
Run2,0.4,0.761904761905,0.875,0.555555555556,0.9,1.0,0.725
Run3,0.85,0.809523809524,0.775,0.775,0.925,0.973684210526,0.85
Run4,0.8,0.8,0.75,0.625,0.75,0.9375,0.766666666667
Run5,0.55,1.0,0.975,0.684210526316,1.0,0.975609756098,0.841666666667
Run6,0.9,0.878048780488,0.875,0.875,0.975,1.0,0.916666666667
Run7,0.65,0.787878787879,0.825,0.717391304348,1.0,0.975609756098,0.825
Run8,0.85,0.790697674419,0.775,0.775,0.925,1.0,0.85
Run9,0.742857142857,0.742857142857,0.714285714286,0.641025641026,0.857142857143,0.967741935484,0.771428571429
Run10,0.725,0.852941176471,0.825,0.647058823529,0.825,0.942857142857,0.791666666667
Run11,0.75,0.967741935484,0.975,0.764705882353,0.925,0.973684210526,0.883333333333
Run12,0.75,0.967741935484,0.975,0.78,0.975,1.0,0.9
Run13,0.525,0.677419354839,0.75,0.588235294118,0.95,1.0,0.741666666667
Run14,0.628571428571,1.0,1.0,0.7,0.942857142857,1.0,0.857142857143
Run15,0.775,0.911764705882,0.95,0.791666666667,0.95,1.0,0.891666666667
Run16,0.75,0.882352941176,0.925,0.787234042553,0.975,1.0,0.883333333333
Run17,0.675,0.75,0.825,0.6875,0.9,1.0,0.8
Run18,0.9,0.666666666667,0.55,0.758620689655,0.9,0.972972972973,0.783333333333
Run19,0.571428571429,0.952380952381,0.971428571429,0.68,0.971428571429,1.0,0.838095238095
Run20,0.55,0.666666666667,0.725,0.604166666667,0.975,1.0,0.75
Run21,0.7,0.8,0.825,0.733333333333,0.975,0.975,0.833333333333
Run22,0.914285714286,0.914285714286,0.914285714286,0.888888888889,0.971428571429,1.0,0.933333333333
Run23,0.625,0.806451612903,0.85,0.641509433962,0.9,1.0,0.791666666667
Run24,0.925,0.880952380952,0.875,0.760869565217,0.8,1.0,0.866666666667
Run25,0.45,0.857142857143,0.9,0.58064516129,0.9,0.972972972973,0.75
