set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.913043478261,0.954545454545,0.833333333333,0.769230769231,0.9,0.9,0.888888888889
Run2,0.857142857143,1.0,0.933333333333,0.823529411765,1.0,0.9,0.911111111111
Run3,0.818181818182,0.9,0.857142857143,0.705882352941,0.888888888889,1.0,0.844444444444
Run4,0.869565217391,0.952380952381,0.866666666667,0.722222222222,0.8,0.888888888889,0.854166666667
Run5,0.695652173913,0.941176470588,0.9375,0.652173913043,0.923076923077,1.0,0.826923076923
Run6,0.954545454545,0.875,0.692307692308,0.818181818182,0.75,0.75,0.837209302326
Run7,0.826086956522,0.904761904762,0.857142857143,0.75,1.0,1.0,0.863636363636
Run8,0.95,1.0,1.0,0.916666666667,1.0,1.0,0.972222222222
Run9,0.863636363636,1.0,1.0,0.823529411765,1.0,1.0,0.931818181818
Run10,0.85,0.944444444444,0.928571428571,0.684210526316,0.571428571429,1.0,0.829268292683
Run11,1.0,0.952380952381,0.923076923077,0.857142857143,0.6,1.0,0.921052631579
Run12,0.857142857143,0.947368421053,0.928571428571,0.8125,1.0,1.0,0.90243902439
Run13,0.863636363636,1.0,1.0,0.8125,1.0,1.0,0.926829268293
Run14,0.954545454545,0.954545454545,0.9375,0.9375,0.875,0.875,0.934782608696
Run15,0.863636363636,1.0,1.0,0.842105263158,1.0,1.0,0.934782608696
Run16,0.909090909091,0.909090909091,0.8,0.857142857143,0.666666666667,0.5,0.85
Run17,0.9,0.782608695652,0.625,0.833333333333,1.0,0.857142857143,0.809523809524
Run18,0.95652173913,0.916666666667,0.857142857143,0.923076923077,1.0,1.0,0.933333333333
Run19,0.913043478261,0.954545454545,0.933333333333,0.875,1.0,1.0,0.934782608696
Run20,0.714285714286,1.0,1.0,0.7,1.0,1.0,0.846153846154
Run21,0.904761904762,0.904761904762,0.857142857143,0.857142857143,0.75,0.75,0.871794871795
Run22,0.95652173913,0.846153846154,0.666666666667,0.833333333333,0.846153846154,0.846153846154,0.843137254902
Run23,0.85,0.944444444444,0.923076923077,0.8,1.0,1.0,0.888888888889
Run24,0.904761904762,0.863636363636,0.727272727273,0.8,1.0,1.0,0.864864864865
Run25,0.818181818182,1.0,1.0,0.705882352941,0.888888888889,1.0,0.883720930233
