set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.9375,0.833333333333,0.916666666667,0.785714285714,0.736842105263,0.933333333333,0.851063829787
Run2,1.0,1.0,1.0,0.923076923077,0.947368421053,1.0,0.978723404255
Run3,0.875,1.0,0.923076923077,0.857142857143,1.0,0.947368421053,0.936170212766
Run4,0.875,0.875,0.818181818182,0.642857142857,0.85,1.0,0.851063829787
Run5,0.875,1.0,0.916666666667,0.916666666667,1.0,0.894736842105,0.933333333333
Run6,0.9375,0.9375,0.916666666667,0.785714285714,0.9,1.0,0.916666666667
Run7,0.6875,0.846153846154,0.818181818182,0.642857142857,1.0,1.0,0.847826086957
Run8,1.0,0.888888888889,0.916666666667,0.916666666667,0.894736842105,1.0,0.936170212766
Run9,1.0,0.842105263158,0.75,0.9,0.947368421053,1.0,0.914893617021
Run10,0.9375,1.0,1.0,0.8,0.833333333333,0.9375,0.913043478261
Run11,1.0,1.0,1.0,0.923076923077,0.95,1.0,0.979166666667
Run12,0.75,0.75,0.692307692308,0.5625,0.789473684211,0.9375,0.75
Run13,0.875,0.875,0.833333333333,0.833333333333,1.0,1.0,0.906976744186
Run14,1.0,0.842105263158,0.75,0.9,0.947368421053,1.0,0.914893617021
Run15,1.0,0.941176470588,0.909090909091,1.0,1.0,1.0,0.978260869565
Run16,0.9375,0.9375,1.0,0.666666666667,0.7,1.0,0.854166666667
Run17,0.8125,0.866666666667,0.818181818182,0.642857142857,0.9,1.0,0.851063829787
Run18,1.0,0.888888888889,0.818181818182,0.9,0.947368421053,1.0,0.934782608696
Run19,0.9375,0.789473684211,0.75,0.75,0.85,1.0,0.854166666667
Run20,1.0,0.888888888889,0.833333333333,1.0,1.0,1.0,0.957446808511
Run21,1.0,0.8,0.666666666667,1.0,1.0,1.0,0.916666666667
Run22,0.75,1.0,0.923076923077,0.705882352941,0.947368421053,0.947368421053,0.875
Run23,0.9375,0.833333333333,0.75,0.818181818182,0.95,1.0,0.895833333333
Run24,0.875,0.736842105263,0.583333333333,0.538461538462,0.789473684211,1.0,0.765957446809
Run25,1.0,0.761904761905,0.583333333333,0.777777777778,0.833333333333,0.9375,0.826086956522
