set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.742857142857,0.896551724138,0.742857142857,0.838709677419,1.0,0.777777777778,0.828571428571
Run2,0.775,0.815789473684,0.75,0.769230769231,0.975,0.906976744186,0.833333333333
Run3,0.8,0.914285714286,0.575,0.793103448276,0.9,0.642857142857,0.758333333333
Run4,0.971428571429,0.85,0.714285714286,0.961538461538,1.0,0.897435897436,0.895238095238
Run5,0.75,0.810810810811,0.65,0.866666666667,0.975,0.735849056604,0.791666666667
Run6,0.857142857143,1.0,0.857142857143,0.882352941176,1.0,0.853658536585,0.904761904762
Run7,0.825,0.891891891892,0.75,0.789473684211,0.95,0.844444444444,0.841666666667
Run8,0.65,0.928571428571,0.6,0.705882352941,0.975,0.672413793103,0.741666666667
Run9,0.925,0.725490196078,0.5,0.869565217391,0.975,0.847826086957,0.8
Run10,0.875,0.897435897436,0.8,0.914285714286,1.0,0.869565217391,0.891666666667
Run11,0.85,0.85,0.75,0.789473684211,0.925,0.880952380952,0.841666666667
Run12,0.9,0.837209302326,0.475,0.76,0.925,0.711538461538,0.766666666667
Run13,0.975,0.764705882353,0.4,0.761904761905,0.85,0.708333333333,0.741666666667
Run14,0.7,0.903225806452,0.85,0.772727272727,1.0,0.888888888889,0.85
Run15,0.925,0.948717948718,0.775,0.861111111111,0.95,0.844444444444,0.883333333333
Run16,0.875,0.7,0.55,0.814814814815,1.0,0.93023255814,0.808333333333
Run17,0.875,0.897435897436,0.85,0.809523809524,0.925,0.948717948718,0.883333333333
Run18,0.975,0.847826086957,0.625,0.892857142857,0.95,0.826086956522,0.85
Run19,0.975,0.886363636364,0.85,0.829268292683,0.85,0.971428571429,0.891666666667
Run20,0.725,0.90625,0.6,0.685714285714,0.95,0.716981132075,0.758333333333
Run21,0.45,0.782608695652,0.575,0.560975609756,1.0,0.714285714286,0.675
Run22,0.742857142857,1.0,0.971428571429,0.871794871795,1.0,0.875,0.904761904762
Run23,0.975,0.8125,0.775,0.939393939394,0.975,1.0,0.908333333333
Run24,0.625,0.892857142857,0.925,0.672727272727,0.9,0.972972972973,0.816666666667
Run25,0.825,0.846153846154,0.775,0.861111111111,0.95,0.844444444444,0.85
