set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.409090909091,1.0,0.866666666667,0.619047619048,1.0,0.5625,0.673913043478
Run2,0.863636363636,1.0,1.0,0.866666666667,1.0,0.8,0.923076923077
Run3,0.55,0.916666666667,0.6,0.5,0.6,0.3,0.575
Run4,0.5,1.0,0.941176470588,0.695652173913,1.0,0.705882352941,0.764705882353
Run5,0.739130434783,1.0,0.785714285714,0.733333333333,0.875,0.538461538462,0.777777777778
Run6,0.652173913043,0.833333333333,0.666666666667,0.625,1.0,0.733333333333,0.734693877551
Run7,0.909090909091,0.952380952381,0.909090909091,0.714285714286,0.714285714286,1.0,0.875
Run8,0.739130434783,0.944444444444,0.714285714286,0.625,0.6,0.375,0.714285714286
Run9,0.772727272727,0.85,0.785714285714,0.6875,1.0,1.0,0.822222222222
Run10,0.6,0.882352941176,0.833333333333,0.526315789474,1.0,0.9,0.739130434783
Run11,0.909090909091,0.952380952381,0.5,0.875,0.923076923077,0.6,0.795918367347
Run12,0.909090909091,0.909090909091,0.666666666667,0.909090909091,0.857142857143,0.545454545455,0.818181818182
Run13,0.714285714286,0.9375,0.866666666667,0.722222222222,0.75,0.5,0.775
Run14,0.818181818182,1.0,0.75,0.9,1.0,0.454545454545,0.820512820513
Run15,0.826086956522,0.95,0.666666666667,0.833333333333,1.0,0.538461538462,0.8
Run16,0.571428571429,1.0,1.0,0.541666666667,0.777777777778,1.0,0.744186046512
Run17,1.0,0.909090909091,0.545454545455,1.0,1.0,0.4,0.848484848485
Run18,0.913043478261,0.954545454545,0.818181818182,0.818181818182,1.0,0.857142857143,0.9
Run19,0.894736842105,1.0,0.846153846154,0.846153846154,1.0,0.666666666667,0.888888888889
Run20,0.863636363636,0.95,0.571428571429,0.888888888889,0.8,0.333333333333,0.756097560976
Run21,0.909090909091,0.909090909091,0.538461538462,0.875,0.875,0.538461538462,0.790697674419
Run22,0.9,0.818181818182,0.285714285714,0.666666666667,0.857142857143,0.461538461538,0.682926829268
Run23,0.904761904762,1.0,0.666666666667,0.888888888889,1.0,0.285714285714,0.828571428571
Run24,0.875,0.954545454545,0.916666666667,0.733333333333,0.833333333333,1.0,0.880952380952
Run25,0.761904761905,1.0,0.857142857143,0.8,1.0,0.428571428571,0.815789473684
